short_name,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_team_id,league_level,position,club_jersey_number,nationality_id,nation_team_id,nation_jersey_number,weak_foot,skill_moves,international_reputation,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
Jorge Mer?,72,77,3200000,15000,24,182,78,31,1,RCB,22,45,,,3,2,1,6000000,68,30,53,64,73,73,30,22,71,70,33,59,34,33,65,68,59,76,66,68,72,48,81,68,74,27,73,74,25,45,51,63,72,73,71,15,12,11,8,8,
J. B?ez,72,72,1900000,850,30,180,83,111008,1,RCB,24,58,,,3,2,1,4200000,70,54,65,66,72,72,62,54,75,70,50,65,57,40,65,63,71,70,73,70,65,56,73,70,75,44,66,75,69,67,75,70,70,72,70,10,15,15,14,10,
F. Cristaldo,72,75,3200000,9000,24,170,69,111711,1,LCM,10,52,,,3,3,1,4900000,75,67,69,73,60,69,59,68,51,74,55,73,63,62,70,72,76,75,77,70,82,69,67,75,67,69,69,69,70,74,60,68,53,64,60,14,12,9,11,14,
Y. Erdo?an,72,72,2400000,12000,28,171,68,111339,1,RM,11,48,,,4,3,1,4800000,90,68,65,75,59,66,72,64,54,61,71,74,81,71,54,73,89,90,87,65,89,78,71,81,58,70,66,58,62,67,50,62,59,62,59,11,12,13,9,9,
A. Brian?on,72,74,2600000,6000,26,185,79,224,2,RES,23,18,,,2,2,1,4900000,52,47,57,53,72,81,37,34,74,69,40,45,42,39,66,60,60,45,51,67,63,70,76,73,85,58,81,72,48,57,42,67,72,72,67,15,7,13,13,12,
R. Dickie,72,77,3100000,12000,25,195,74,15,2,RCB,4,14,,,2,2,1,6100000,54,44,51,59,72,77,51,32,69,65,26,56,27,33,56,65,53,54,55,72,50,64,80,73,83,59,67,73,29,31,49,63,72,73,74,12,7,11,7,7,
C. Ortiz,72,72,2400000,18000,28,169,70,111678,1,SUB,12,52,,,3,3,1,4100000,76,69,67,71,42,57,49,73,43,74,42,68,68,70,68,74,76,76,70,70,73,65,50,69,51,70,59,58,75,72,58,71,44,32,33,8,9,13,8,7,
F. T?nase,72,72,2600000,14000,26,185,71,100761,1,RES,10,39,,,3,3,1,3600000,75,72,71,70,50,62,70,73,64,72,67,70,73,70,71,71,76,74,80,72,53,72,66,84,51,68,63,61,71,72,77,64,35,52,52,8,16,12,10,7,
N. Acevedo,72,72,1800000,9000,32,170,73,111706,1,LDM,5,52,,,4,3,1,2700000,64,55,74,72,63,82,66,47,59,78,57,70,81,59,77,71,68,60,76,71,85,68,80,81,82,62,83,62,59,75,49,81,60,65,70,6,9,16,6,15,
P. Martinez,72,72,1500000,6000,32,182,77,224,2,LCB,4,18,,,3,2,1,2700000,62,45,63,68,73,75,66,39,72,66,40,69,51,50,70,66,61,62,69,67,68,52,79,71,77,49,73,72,51,55,45,68,72,74,72,11,14,15,12,16,
I. Rossi,72,73,2400000,8000,27,183,75,1893,1,LCM,15,52,,,2,3,1,5200000,69,52,64,66,69,66,55,44,39,72,49,65,51,41,67,67,69,69,61,67,69,61,59,69,57,63,88,73,59,65,43,65,66,75,77,7,12,13,10,14,
T. Baumgartl,72,76,2900000,11000,25,190,89,1831,1,LCB,25,21,,,3,2,1,,63,34,55,50,72,75,33,26,72,70,26,44,31,28,67,57,59,67,45,67,35,60,72,65,83,27,70,71,32,55,34,62,72,73,72,13,15,14,16,11,
S. Ernst,72,74,2900000,20000,26,179,68,485,2,LCM,10,21,,,3,3,1,4900000,74,60,69,75,56,71,61,61,65,77,46,73,53,55,71,77,78,71,82,72,82,65,82,90,67,54,52,59,69,70,54,69,51,54,57,11,7,8,11,9,
Granell,72,72,1600000,900,32,175,70,110968,1,LCM,6,45,,,4,3,1,3400000,61,71,77,69,66,68,73,69,55,77,56,69,80,76,76,69,65,57,69,67,77,73,67,68,65,76,74,72,72,80,75,71,62,68,69,6,13,13,14,14,
M. Schulz,72,77,3100000,11000,26,186,80,897,1,CDM,15,21,,,3,2,1,4900000,66,69,65,71,71,74,56,68,71,70,60,69,59,60,68,75,62,70,68,68,68,69,69,76,76,74,69,67,69,65,67,68,69,75,68,13,11,13,13,13,
D. Furlong,72,77,3200000,26000,25,183,75,109,2,RWB,2,14,,,3,3,1,6300000,74,36,60,69,69,70,69,35,72,61,30,68,48,36,57,72,72,76,71,68,68,36,81,77,67,30,64,68,63,60,49,63,69,69,70,14,13,11,9,8,
S. Mugo?a,72,72,2300000,5000,29,188,81,110765,1,LS,9,15,,,3,3,1,2900000,64,74,51,68,24,76,32,78,75,59,70,65,48,53,45,74,61,66,64,67,53,71,71,75,87,69,52,18,76,60,75,75,16,22,19,16,15,13,8,9,
Sergi Can?s,72,76,3400000,30000,24,175,66,1925,1,RWB,7,45,,,3,3,1,7100000,71,69,67,74,54,68,72,70,51,68,58,76,59,56,59,72,74,69,78,69,84,71,62,65,68,69,75,52,71,72,53,62,52,58,50,7,8,15,15,15,
D. Mart?nez,72,72,1700000,12000,31,177,71,110580,1,RB,4,52,,,3,3,1,2600000,74,65,64,72,67,74,72,63,57,64,49,71,67,36,62,72,75,74,72,70,75,71,69,76,71,72,78,67,69,65,51,75,68,69,70,11,10,11,15,10,
T. Goiginger,72,72,2400000,22000,28,181,69,252,1,SUB,27,4,,,3,4,1,3600000,87,68,70,72,35,62,71,70,54,70,59,73,72,64,65,72,87,87,75,67,70,70,52,77,57,65,57,37,72,73,62,65,34,28,37,9,10,9,7,8,
M. Doumbia,72,72,2600000,18000,26,173,68,379,1,LW,25,126,,,2,3,1,5200000,81,67,67,74,38,63,67,67,42,71,64,75,65,62,65,73,81,81,80,67,84,72,71,74,63,67,48,28,68,65,58,63,43,37,44,8,12,8,8,8,
A. Buksa,72,76,3400000,6000,24,191,77,691,1,SUB,9,37,1353,7,4,3,1,5400000,68,71,56,68,31,77,47,75,76,64,65,68,52,46,44,71,66,70,64,72,44,74,85,75,80,61,68,24,75,63,67,70,31,23,21,7,13,10,6,14,
L. Mancuso,72,72,2300000,35000,29,182,77,1746,1,RS,7,27,,,4,4,1,4100000,76,72,62,74,34,68,62,75,64,64,70,72,63,41,57,73,72,80,81,72,80,71,70,85,67,64,50,36,76,66,70,71,40,22,20,5,12,10,13,11,
A. Lusamba,72,76,3300000,5000,24,179,74,1816,2,RCM,10,18,,,3,4,1,6200000,71,65,72,76,65,68,72,67,61,73,53,76,62,68,69,77,72,70,81,69,75,68,77,74,71,61,50,68,72,76,65,68,62,68,66,9,8,14,6,12,
K. Bielik,72,80,4900000,9000,23,194,78,91,2,SUB,5,37,,,3,3,1,10300000,59,45,64,69,71,74,49,33,70,71,46,72,48,45,73,69,54,63,65,68,48,62,65,65,79,52,73,73,59,68,42,74,71,71,67,15,7,12,8,8,
K. Diks,72,76,3100000,12000,24,182,84,819,1,RB,2,34,,,3,3,1,4300000,75,52,59,69,68,76,69,48,68,67,41,68,42,30,62,70,77,73,75,71,70,58,81,83,74,57,69,72,65,45,42,62,71,64,61,7,15,9,10,15,
Guilherme Sity?,72,72,1700000,12000,31,180,79,101033,1,LB,12,54,,,3,3,1,3400000,82,44,68,70,65,78,71,30,52,68,47,68,70,58,66,70,81,82,79,67,75,64,80,91,78,48,60,66,58,68,55,65,65,67,66,9,7,11,8,7,
M. Sylla,72,73,2700000,18000,27,184,84,463,1,SUB,7,136,,,4,3,1,6100000,76,72,61,71,37,72,57,74,71,70,65,73,65,42,41,70,77,76,74,68,68,73,79,76,74,70,59,36,73,69,62,68,21,42,37,9,16,9,8,11,
M. Busch,72,73,2500000,16000,26,182,80,111235,2,RB,2,21,,,3,2,1,4200000,84,49,62,68,66,75,73,40,54,69,34,69,49,66,55,68,85,84,73,68,70,75,56,80,74,49,78,65,53,45,36,55,67,69,65,9,6,14,16,7,
J. Butez,72,76,2500000,11000,26,188,70,230,1,GK,1,18,,,4,1,1,3900000,,,,,,,14,17,20,33,17,30,13,14,33,31,49,40,37,69,54,56,58,42,58,11,21,17,20,45,21,27,13,12,13,72,71,74,70,73,45
J. Tagueu,72,73,2700000,9000,27,178,70,1893,1,SUB,95,103,,,3,3,1,5900000,70,70,58,70,29,70,59,74,80,65,67,70,47,40,51,72,70,70,67,69,72,74,86,71,70,59,65,31,71,57,72,68,20,23,21,14,12,16,9,14,
Serginho,72,72,2500000,8000,27,189,85,111769,1,RM,10,54,,,4,4,1,3900000,68,75,72,71,43,75,65,76,65,76,66,72,73,71,70,73,63,72,65,67,66,76,55,77,84,75,55,34,72,73,70,71,32,50,53,14,8,14,6,6,
A. O?uz,72,72,2100000,13000,28,176,83,101041,1,RB,77,48,,,3,3,1,4200000,78,59,68,71,67,78,64,52,64,69,59,71,71,63,69,69,75,80,76,70,77,68,81,74,79,63,81,68,70,68,55,67,64,71,69,6,8,14,10,15,
I. Akhmetov,72,78,3700000,25000,23,173,67,315,1,RDM,7,40,1357,21,4,3,1,6700000,75,58,72,76,61,54,63,60,45,78,47,78,59,50,77,73,74,75,80,72,82,57,52,64,49,60,53,66,64,75,50,71,63,62,55,8,14,14,7,12,
K. Grant,72,78,3700000,29000,23,182,70,109,2,LW,18,14,,,3,3,1,7800000,86,73,62,72,33,65,66,75,62,66,65,73,63,63,43,72,85,87,73,71,63,73,72,76,71,72,35,29,71,67,74,61,40,23,24,11,10,13,15,14,
K. Ehizibue,72,75,2800000,18000,26,189,78,31,1,SUB,19,133,,,2,3,1,5300000,85,57,63,70,66,76,65,54,67,66,42,72,57,38,66,70,86,85,67,67,56,70,73,77,76,56,77,65,62,61,44,65,62,68,69,13,10,7,11,11,
R. Manning,72,76,3000000,18000,25,173,72,1960,2,SUB,3,25,,,3,3,1,5900000,67,60,68,70,68,68,71,58,57,67,36,71,65,65,64,70,66,67,73,71,73,63,76,81,62,63,66,72,64,70,66,59,67,70,65,12,6,11,12,12,
?. Gonz?lez,72,72,2500000,11000,27,169,70,110395,1,SUB,27,52,,,3,3,1,,84,69,64,73,48,65,66,71,46,68,44,74,51,38,60,70,85,84,79,71,78,75,57,75,63,66,59,53,72,69,52,70,50,48,33,9,10,15,10,16,
Sabin Merino,72,72,2300000,11000,29,187,74,100888,2,ST,9,45,,,3,3,1,3700000,72,71,65,69,51,65,65,74,81,63,72,72,67,66,62,71,66,76,65,71,37,68,62,63,68,67,60,46,74,70,72,73,43,55,43,13,8,9,9,13,
R. Gudi?o,72,74,2200000,22000,25,196,92,1880,1,GK,1,83,,,1,1,1,3900000,,,,,,,21,17,15,24,14,21,20,18,22,23,45,49,31,69,39,47,51,40,75,12,34,21,14,51,11,47,19,14,19,72,72,62,69,74,47
M. Fares,72,75,3100000,12000,25,183,72,110556,1,RES,97,97,,,3,3,1,5800000,76,62,67,75,67,68,75,59,58,69,58,75,69,48,60,75,72,79,77,70,78,68,55,67,68,62,72,66,69,63,64,65,65,71,72,8,12,10,15,14,
F. Sambueza,72,72,1900000,3000,32,170,65,101101,1,SUB,23,52,,,3,3,1,2700000,75,66,73,73,37,49,74,72,37,75,46,72,67,66,71,71,77,74,79,65,87,60,48,61,40,62,55,35,67,75,65,70,38,34,44,13,16,16,13,12,
B. Nieuwkoop,72,75,2900000,11000,25,181,75,2014,1,SUB,2,34,,,3,3,1,4400000,76,43,65,66,69,74,67,34,68,68,35,64,46,45,70,70,74,77,63,66,70,65,83,76,72,41,73,70,56,63,42,66,66,71,67,8,11,9,7,16,
M. Lainez,72,75,3100000,15000,25,180,75,1879,1,SUB,28,83,,,3,3,1,,85,61,66,73,54,66,70,60,58,70,49,76,66,43,60,68,85,85,82,70,76,70,59,75,60,60,70,59,65,67,51,62,52,52,53,6,8,14,7,10,
B. Perlaza,72,72,2000000,2000,29,187,86,101100,1,LM,14,56,,,2,3,1,2700000,58,51,59,61,73,85,51,48,75,66,41,62,38,35,62,58,55,60,58,76,55,66,57,90,89,44,75,74,66,65,48,66,75,72,63,15,12,15,15,15,
J. Laso,72,72,1900000,10000,30,185,80,110093,1,SUB,28,52,,,3,2,1,2900000,64,41,51,55,69,83,42,37,73,65,31,51,49,30,52,58,56,70,55,68,55,55,78,74,85,40,89,77,38,40,43,62,65,64,74,10,13,14,12,7,
V. Malcorra,72,72,1500000,13000,33,170,70,110395,1,LM,20,52,,,4,3,1,2300000,75,65,73,75,59,71,70,61,47,74,49,75,81,82,70,74,76,74,78,69,79,78,81,71,76,65,56,58,60,71,70,71,65,60,51,7,15,12,14,14,
M. Mart?nez,72,72,2000000,13000,28,183,80,101085,1,SUB,16,52,,,3,3,1,3000000,63,54,64,64,71,78,53,39,69,72,37,65,41,69,73,67,58,67,57,69,47,75,71,75,80,69,80,72,57,59,58,58,70,72,68,11,15,10,10,12,
H. Veerman,72,72,2300000,8000,30,201,90,1913,1,ST,9,34,,,4,2,1,3300000,73,71,47,58,30,81,29,77,77,65,55,58,29,34,42,65,67,77,34,72,32,76,72,70,92,60,69,29,74,47,62,71,30,18,21,16,15,8,8,11,
D. Viera,72,72,1900000,850,30,185,83,111008,1,SUB,5,58,,,2,2,1,4200000,33,27,44,49,73,79,34,21,74,64,31,44,38,23,46,51,36,31,47,70,50,41,47,61,92,22,78,72,27,26,35,71,72,74,70,15,9,8,10,7,
J. Siebatcheu,72,76,3300000,13000,25,190,87,900,1,LS,17,95,,,3,3,1,5200000,66,71,59,70,29,74,52,76,74,69,67,71,61,43,51,72,67,65,64,70,63,72,78,72,84,61,50,28,74,60,67,69,27,18,24,14,10,12,14,6,
B. Ramselaar,72,75,3100000,13000,25,178,74,1903,1,LW,23,34,,,3,3,1,4900000,83,67,66,75,52,67,62,67,54,69,65,75,69,55,66,75,85,82,81,71,76,68,56,77,63,66,66,48,70,66,58,69,57,53,43,7,10,15,12,12,
J. Cullen,72,75,2800000,14000,25,175,70,229,1,RDM,8,25,,,3,3,1,4400000,69,55,71,71,68,67,69,50,50,74,48,68,63,55,71,73,72,67,72,71,77,61,70,80,57,60,73,73,59,72,58,68,66,71,69,9,12,15,11,9,
C. Ikonomidis,72,73,2800000,8000,26,178,75,111397,1,RM,7,195,,,4,3,1,3700000,80,68,66,74,51,67,67,70,58,68,64,75,68,60,65,74,81,80,86,65,69,67,55,75,67,66,60,49,67,65,58,64,52,49,52,10,7,11,11,15,
A. Aguilar,72,72,1200000,750,32,184,89,101108,1,GK,12,58,,,3,1,1,2600000,,,,,,,12,17,16,25,13,16,15,14,23,20,46,46,40,68,51,52,73,36,80,19,24,23,15,55,22,37,15,15,19,76,69,69,68,75,46
J. Laporte,72,74,2500000,13000,27,185,82,217,1,CB,15,18,,,3,2,1,5200000,51,27,44,51,72,80,26,19,70,64,33,43,28,25,53,62,51,51,46,65,53,41,87,82,83,27,70,70,29,29,39,53,74,73,70,14,6,15,15,14,
M. Andersen,72,78,3400000,24000,23,194,82,1932,2,SUB,6,13,,,4,2,1,7000000,47,34,45,50,73,77,35,32,72,61,33,43,34,28,56,58,52,42,44,72,51,45,62,72,80,30,81,76,30,25,37,53,71,73,72,15,13,14,9,15,
P. Pentz,72,80,4500000,9000,24,182,81,256,1,GK,1,4,,,4,1,1,7400000,,,,,,,19,13,16,31,15,15,15,13,20,25,52,55,62,68,54,55,68,42,63,14,26,19,20,58,24,37,17,19,18,70,68,73,72,74,53
G. Pr?mel,72,74,2900000,21000,26,184,81,1831,1,RES,21,21,,,4,3,1,5400000,65,64,66,70,71,77,58,63,59,74,54,69,51,44,72,72,65,65,66,72,66,71,67,86,73,67,78,72,63,67,48,68,67,77,74,8,14,7,10,6,
G. Holtmann,72,73,2800000,18000,26,185,77,160,1,LM,17,181,,,2,3,1,5300000,94,64,63,70,57,59,68,60,47,66,49,72,61,36,62,70,93,95,73,67,69,75,45,69,66,64,34,58,66,61,60,58,60,59,50,8,8,10,12,8,
D. Bertaud,72,77,2800000,11000,23,180,85,70,1,SUB,16,18,,,3,1,1,5800000,,,,,,,14,15,19,28,19,18,20,14,25,25,52,55,35,67,61,49,65,42,65,19,30,25,12,25,18,48,14,17,21,73,69,65,69,75,53
L. G?rtler,72,73,2700000,9000,27,186,80,898,1,RCM,16,21,,,3,3,1,4100000,68,65,72,70,57,79,74,67,64,74,64,68,68,48,73,72,67,69,70,75,68,65,77,91,75,64,74,61,72,71,52,68,52,58,51,11,15,14,13,14,
F. Sierralta,72,78,3400000,27000,24,190,83,1795,1,LCB,31,55,,,3,2,1,7100000,53,30,50,53,70,76,57,30,67,66,23,46,23,28,45,63,52,54,51,71,34,38,80,53,85,25,79,72,24,33,40,52,73,67,70,12,10,9,7,13,
R. Nyambe,72,80,5000000,24000,23,178,70,3,2,RB,2,131,,,3,3,1,10500000,81,33,58,69,68,76,67,32,63,66,30,72,40,38,59,66,81,81,73,65,70,34,76,77,83,30,58,66,52,43,36,58,70,70,68,8,16,14,11,10,
Kevin,72,72,2100000,16000,28,173,72,450,1,SUB,20,45,,,3,3,1,4400000,68,53,65,65,68,67,72,55,68,70,41,65,58,45,61,73,67,69,44,65,75,54,66,69,65,50,69,67,61,57,46,57,63,73,74,11,15,9,15,14,
Y. Mut?,72,72,2400000,9000,28,178,72,101146,1,RS,11,163,,,4,4,1,3100000,78,71,66,76,41,58,68,73,71,70,73,77,65,46,54,74,79,77,76,70,78,72,80,62,57,65,50,39,74,70,62,75,43,33,30,7,15,15,8,14,
D. Zhivoglyadov,72,72,2300000,29000,27,178,65,100765,1,SUB,2,40,,,3,3,1,3700000,76,51,62,68,69,66,69,48,61,65,31,68,70,52,54,68,77,75,73,65,72,69,56,69,66,51,65,73,53,58,31,63,70,69,70,7,14,11,9,14,
Aleix Garc?a,72,76,3400000,8000,24,173,68,110062,2,RCM,14,45,,,3,3,1,5700000,65,67,72,74,59,57,60,67,51,77,56,72,70,69,76,75,68,63,75,69,82,72,63,67,52,69,56,62,67,73,54,74,57,63,57,16,8,9,10,7,
S. Iljutcenko,72,72,2300000,10000,30,187,82,1477,1,ST,10,40,,,4,3,1,3000000,74,72,51,66,36,80,50,78,70,64,66,63,34,27,39,70,72,75,66,63,61,75,79,81,86,62,62,38,73,50,60,70,21,44,22,10,16,11,14,9,
J. Berthomier,72,72,1900000,14000,31,177,74,1815,1,CAM,8,18,,,4,4,1,3800000,69,69,75,74,51,65,78,66,66,76,69,74,69,78,75,74,70,68,77,68,74,71,86,74,56,74,69,57,63,73,72,76,42,51,53,14,14,8,10,14,
B. Peacock-Farrell,72,79,4000000,15000,24,192,73,1807,3,GK,1,35,110081,1,2,1,1,,,,,,,,14,11,17,37,11,17,20,11,29,30,54,51,40,66,59,54,68,40,61,17,24,20,14,38,29,47,19,20,20,73,70,72,69,75,53
T. Ouwejan,72,76,3100000,7000,24,183,76,34,2,LWB,2,34,,,3,3,1,,71,53,70,71,68,73,70,46,63,75,48,71,67,64,69,71,69,72,70,71,72,66,66,79,73,60,69,73,64,64,39,69,68,69,64,7,12,13,7,12,
C. Tab?,72,72,2500000,7000,27,174,75,110152,1,RW,10,60,,,3,4,1,4100000,86,66,63,75,31,74,62,71,64,66,54,75,73,61,60,75,88,85,88,64,70,71,72,71,72,54,84,31,72,60,50,61,24,26,29,6,8,9,9,14,
Y. El Jebli,72,72,2400000,13000,28,177,74,112990,1,CAM,10,129,,,3,3,1,4000000,66,69,75,74,40,70,77,68,46,73,59,73,77,79,76,76,69,63,73,69,80,70,52,80,67,74,68,35,66,76,66,69,50,36,24,7,12,8,15,11,
V. Mogo?,72,72,2100000,10000,28,186,84,110734,2,SUB,32,39,,,3,3,1,3700000,83,60,63,65,68,80,66,55,69,65,48,62,66,65,60,66,85,81,71,68,60,72,60,85,84,65,70,66,63,56,50,68,67,71,65,13,8,12,12,10,
J. Rodon,72,81,4900000,40000,23,193,76,18,1,RES,14,50,1367,6,4,2,1,10300000,58,29,49,57,74,72,34,23,67,70,34,53,25,32,60,62,54,62,47,73,55,43,66,67,77,24,65,80,23,31,40,61,72,74,71,10,13,7,11,8,
Amilton,72,72,1900000,13000,31,172,66,741,1,LM,23,54,,,3,4,1,3800000,88,68,63,72,33,65,67,68,43,65,55,71,65,42,59,69,87,89,83,70,85,77,49,77,57,64,73,41,68,65,62,66,31,27,30,14,12,9,5,11,
M. Vlap,72,76,3400000,14000,24,190,81,1908,1,CAM,14,34,,,4,3,1,,59,74,69,70,47,63,64,75,74,71,66,71,72,74,65,73,65,54,68,71,51,72,59,63,71,74,43,40,79,72,75,74,58,36,34,10,12,10,13,11,
?. Montero,72,77,2700000,1000,26,196,85,111722,1,GK,31,56,,,2,1,1,3800000,,,,,,,20,18,14,39,19,16,22,14,21,24,42,44,32,61,48,50,51,45,77,17,26,21,19,30,25,41,20,18,14,73,69,66,75,72,43
A. Desmas,72,74,2100000,10000,27,196,87,1815,1,GK,1,18,,,2,1,1,4400000,,,,,,,18,18,12,23,14,15,16,10,20,19,28,30,26,62,37,53,32,24,60,17,20,14,9,41,18,31,14,17,11,75,74,71,69,71,29
Sergi Guardiola,72,72,2300000,10000,30,184,78,480,1,SUB,15,45,,,2,3,1,,73,72,60,71,30,78,52,73,68,70,69,69,68,55,41,76,70,76,77,55,69,74,73,74,81,68,75,28,79,63,63,65,32,19,18,11,14,11,11,11,
G. Akkan,72,73,2100000,8000,26,186,80,101037,1,GK,23,48,,,2,1,1,4400000,,,,,,,15,15,13,29,12,15,12,18,26,11,48,48,49,65,59,51,58,35,69,14,20,25,13,34,21,54,12,15,19,70,69,68,71,80,48
C. D?jome,72,72,2500000,7000,27,172,69,101112,1,RW,11,56,,,3,3,1,3600000,83,64,62,72,52,69,66,69,56,65,42,71,54,33,62,71,84,83,80,68,78,66,81,83,67,54,55,32,69,64,75,61,58,63,40,10,13,12,12,5,
N. Benedetti,72,79,4700000,27000,24,177,73,1879,1,SUB,14,56,,,3,4,1,8900000,73,67,68,74,45,63,59,67,42,74,50,74,62,56,67,75,75,71,73,68,72,72,50,74,65,69,47,41,67,74,54,72,46,49,38,7,7,13,10,6,
B. Tetteh,72,77,3600000,11000,23,193,91,113259,1,LS,30,117,,,2,3,1,7300000,78,67,53,70,24,78,43,70,74,61,60,73,41,26,52,72,75,81,66,67,55,66,65,65,90,61,66,19,75,58,63,62,25,12,17,10,9,6,10,12,
E. Kwateng,72,75,3000000,14000,24,181,84,59,1,SUB,25,18,,,2,2,1,6200000,63,37,63,69,71,66,70,32,69,69,42,68,48,31,66,71,62,63,69,68,63,43,66,70,64,38,64,73,47,56,37,68,68,74,72,6,15,15,15,13,
Sacramentinho,72,72,250000,11000,37,188,77,1035,1,SUB,1,54,,,2,1,1,450000,,,,,,,18,14,17,16,13,13,17,14,15,32,45,46,43,61,55,54,59,41,56,15,23,12,16,69,22,42,12,19,15,74,68,72,74,71,45
Heitor Gesse,72,72,2400000,21000,25,178,69,1035,1,SUB,16,54,,,2,2,1,4300000,78,55,66,64,69,61,72,48,58,71,55,61,67,61,58,64,74,81,62,72,74,67,62,73,51,55,72,71,61,58,56,74,78,62,69,13,10,16,9,13,
T?lio Changas,72,72,1900000,18000,25,180,79,383,1,SUB,1,54,,,3,1,1,3600000,,,,,,,12,14,15,26,13,16,13,11,29,19,45,41,50,65,57,56,71,41,81,11,25,25,13,70,13,44,15,14,19,72,71,75,68,73,43
Alam Ara?jo,72,72,2100000,19000,29,178,78,1629,1,SUB,13,54,,,3,2,1,4000000,73,51,64,67,72,68,71,55,69,71,44,71,61,66,71,62,71,75,70,61,68,51,65,70,72,44,55,64,55,41,50,63,77,73,73,12,8,11,10,11,
Fabiano Sonta,72,72,2000000,16000,29,181,82,567,1,LCB,4,54,,,3,2,1,3800000,46,41,56,53,74,71,39,33,72,69,46,46,33,49,65,50,43,48,69,73,63,54,67,51,78,43,78,77,37,51,44,75,76,73,65,7,11,12,8,9,
Ailton Valpa?os,72,72,2000000,24000,29,186,79,598,1,RCB,25,54,,,3,2,1,3800000,64,58,60,63,71,76,47,42,72,73,50,60,60,48,67,66,69,60,68,64,56,79,81,75,75,76,80,65,55,50,50,72,70,75,77,8,13,9,9,10,
Guto Milazar,72,72,2100000,24000,29,170,68,1043,1,SUB,33,54,,,3,2,1,3800000,73,40,61,64,70,58,67,22,60,70,31,64,31,55,73,58,74,73,76,64,75,67,55,85,47,51,51,72,50,38,51,60,69,71,73,5,12,13,14,9,
Sebas Couteira,72,72,2800000,9000,21,178,70,1039,1,LM,7,54,,,4,4,1,5300000,74,62,72,74,42,52,76,70,54,76,67,74,67,76,59,76,75,74,67,74,72,52,79,37,59,52,46,38,74,73,57,71,32,52,41,15,13,12,10,9,
Kau? Abranches,72,72,2600000,10000,25,177,70,111052,1,RM,15,54,,,4,3,1,4900000,84,64,67,73,51,61,72,64,43,70,58,72,49,60,58,73,87,81,79,81,75,63,58,77,59,66,49,66,77,71,53,68,34,58,57,8,10,12,20,19,
Gustavo Lobateiro,72,72,2800000,14000,21,180,76,1048,1,SUB,14,54,,,5,3,1,5300000,77,65,68,72,33,60,67,67,60,77,55,74,50,44,61,68,76,77,77,72,65,63,59,54,70,65,44,35,77,69,56,69,28,28,29,8,9,8,12,15,
Evandro Rochedo,72,72,2600000,25000,25,187,82,1035,1,SUB,19,54,,,4,3,1,4700000,55,75,60,70,36,64,57,75,64,64,73,70,63,72,55,74,59,52,63,77,54,79,59,39,80,74,58,37,75,54,72,73,15,44,45,9,15,9,12,11,
Santi da Bruma,72,72,2600000,11000,25,172,67,1598,1,RW,20,54,,,5,3,1,4900000,86,70,73,76,37,58,73,73,67,76,77,74,84,60,70,75,88,85,88,81,83,61,80,80,50,69,45,45,70,68,71,70,27,33,32,15,13,12,10,11,
Andr? Milazisco,72,72,1900000,18000,25,188,85,598,1,SUB,22,54,,,1,1,1,3600000,,,,,,,9,7,8,19,11,8,12,13,13,21,33,35,38,71,49,47,66,35,77,9,36,26,20,61,13,62,21,9,8,77,64,62,66,77,34
Teixe Ga?cho,72,72,2400000,8000,21,188,79,115530,1,LCB,14,54,,,3,2,1,4600000,73,50,63,67,71,75,71,51,77,68,49,65,33,32,66,68,71,75,70,68,71,45,90,71,76,49,75,70,63,57,59,69,73,69,68,15,11,13,12,6,
Alminho Boas,72,72,2300000,21000,25,180,75,1035,1,SUB,13,54,,,3,2,1,4100000,60,39,62,66,69,76,43,41,58,75,37,60,48,47,69,70,65,55,71,68,85,23,69,77,72,42,85,69,55,58,49,65,67,73,70,9,10,12,12,11,
Fl?vio Rebeilo,72,72,2100000,18000,29,175,69,1053,1,LB,13,54,,,3,3,1,4000000,79,44,61,71,68,62,70,35,54,66,38,71,43,57,57,69,74,83,74,69,77,54,75,80,53,48,59,66,56,50,55,67,68,72,69,9,9,8,10,11,
Tony Muttinho,72,72,2400000,9000,25,183,80,111052,1,RB,31,54,,,3,2,1,4600000,69,48,64,64,70,71,67,45,66,72,51,61,53,45,71,67,66,71,71,67,58,48,54,73,75,46,65,66,59,51,61,63,71,73,72,8,8,7,12,8,
Durval Dutr?a,72,72,2300000,13000,29,177,76,115530,1,CDM,6,54,,,3,2,1,4400000,68,69,70,71,69,76,61,67,76,76,56,73,64,60,73,75,64,71,65,63,53,75,72,81,75,71,71,68,67,71,62,66,68,68,69,7,9,14,14,12,
